udul,𒀖𒆪
unu₃,𒀖𒆪
unud,𒀖𒆪
utul,𒀖𒆪
unudₓ,𒀖𒆪
udul₁₀,𒀖𒇻
utul₁₀,𒀖𒇻
girₓ,𒌋𒂙
kirₓ,𒀛
libišₓ,𒀛
lipišₓ,𒀖𒊮
šagₓ,𒌋𒆤
ubₓ,𒌾
lilis,𒀗
liliz,𒀗
kir₆,𒀘
qir₆,𒀘
šem₅,𒀘
meze,𒀙
šem₄,𒀙
ub₆,𒀙
gir₉,𒀚
kir₂,𒀚
kiri₉,𒀚
libiš,𒀚
lipiš,𒀚
šem₃,𒀚
ub₃,𒀚
šem₆,𒀛
ub₅,𒀛
uba₅,𒀛
ab₃,𒀜
aba₃,𒀜
ad,𒀜
ada,𒀜
ap₃,𒀜
at,𒀜
aṭ,𒀜
ad-kidₓ,𒀜𒂍
akkilₓ,𒀜𒆪
ad-kid,𒀜𒆤
akkil₂,𒀜𒆤
?,𒕄
a₅,𒀝
ag,𒀝
aŋ,𒀝
ak,𒀝
aka,𒀝
akiₓ,𒀝
aq,𒀝
aqa,𒀝
ke₃,𒀝
ki₃,𒀝
kid₃,𒀝
me₆,𒀞
na₃,𒀝
ra₆,𒀝
ša₅,𒀝
me₃,𒀞
meₓ,𒍛
me₁₁,𒀞
al,𒀠
ala₃,𒀠
il₁₀,𒀠
mah₂,𒀠
maha₂,𒀠
ilₓ,𒃸
bal₃,𒀡
lidim,𒀢
gišbar,𒀣
gišmaš,𒀣
ŋešmaš,𒀣
hibira,𒀤
dubal,𒀥
bal₄,𒀦
dubal₂,𒀦
il₆,𒀧
hibis₂,𒀨
hibiz₂,𒀨
šušbar,𒀨
šušmaš,𒀨
al₂,𒀩
alag,𒀩
alaŋ,𒀩
alala,𒀩
alam,𒀩
alan,𒀩
belili,𒀩
bišeba₂,𒀩
bišebi₂,𒀩
kaššeba₂,𒀩
kaššebi₂,𒀩
amar,𒀫
mar₂,𒀫
mara₂,𒀫
marad,𒀫
surₓ,𒍚
ṣar₂,𒀫
ṣur,𒀫
ṣuru,𒀫
zur,𒀫
marad₂,𒀫𒁕
marduk,𒀫𒌓
disgur,𒀬
siskur,𒀬
siškur,𒀬
sizkur,𒀬
siskur₂,𒀬𒀬
siškur₂,𒀬𒀬
sizkur₂,𒀬𒀬
a₁₁,𒀭
am₆,𒀭
an,𒀭
ana₂,𒀭
anu,𒀭
d,𒀭
dalhamunₓ,𒅑
der,𒀭
dibur,𒀭
digir,𒀭
diŋir,𒀭
dimer,𒀭
/dimer/,𒀭
dimir,𒀭
dimmer,𒀭
diner,𒀭
dingir,𒀭
dingira,𒀭
dinir,𒀭
dir₃,𒀭
el₃,𒀭
eššu₂,𒀭
il₃,𒀭
ila,𒀭
ili,𒀭
ilu,𒀭
le₄,𒀭
sa₈,𒀭
šubul,𒀭
ṣa₃,𒀭
usanₓ,𒉱
za₅,𒀭
ita₄,𒀭𒀀𒇉
iti₄,𒀭𒀀𒇉
itu₄,𒀭𒀀𒇉
abₓ,𒉣
nab₃,𒀭𒀭
namₓ,𒅘
šuhubₓ,𒀭𒀯
tilla₄,𒀭𒀸𒀀𒀭
barzil,𒀭𒀸𒀭
tilla₂,𒀭𒀸𒀭
tillaₓ,𒀮
tilla₅,𒀭𒀹𒀭
kunigara,𒀭𒁈
tilla₃,𒀭𒁹𒀭
aššan,𒀭𒁺𒀭
anzuₓ,𒄷𒈪𒀭𒅎
qutraₓ,𒀭𒅎
kutraₓ,𒀭𒅎
anzu,𒀭𒅎𒂂
anzud,𒀭𒅎𒂂
anzu₂,𒀭𒅎𒈪
anzud₂,𒀭𒅎𒈪
ili₇,𒀭𒈨𒌍
kunigara₂,𒀭𒈲
an-na,𒀭𒈾
nagga,𒀭𒈾
nanga₅,𒀭𒈾
niggi,𒀭𒈾
niggin,𒀭𒈾
nanibgal,𒀭𒉀
ligidbaₓ,𒀭𒊩𒌆𒅁
ṣillu,𒀭𒊨
ṣil₃,𒀭𒊨
nanibgal₂,𒀭𒊺𒉀
kunigara₃,𒀭𒌅
uzugₓ,𒅗
nab,𒀮
nap,𒀮
dalhamun₄,𒀱
dalhamun₅,𒀰
nanna₂,𒀭𒋀𒆠
anše,𒀲
anše@d,𒀲
anši,𒀲
anšu,𒀲
sumugan,𒄊
šakan₃,𒀲
šakan₄,𒀲𒀭
du₂₅,𒀲𒀴
dur₃,𒀲𒀴
duru₃,𒀲𒀴
šagginₓ,𒀲𒀴
šakkan₆,𒀲𒀴
dusi₂,𒀲𒅆𒂠
dussa₂,𒀲𒅆𒂠
dusu₂,𒀲𒅆𒂠
sisiₓ,𒀲𒆳
sisi,𒀲𒆳𒊏
anšeₓ,𒄏
